Name,ATT,MID,DEF,OVR,Year
Australia,71,72,69,72,2016
Hungary,73,70,68,71,2016
Venezuela,72,72,70,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,68,70,69,70,2016
Finland,66,71,67,70,2016
China PR,70,68,66,69,2016
Bulgaria,69,70,68,69,2016
Egypt,69,69,67,69,2016
Peru,69,66,67,68,2016
Canada,68,70,64,67,2016
Bolivia,61,65,65,65,2016
New Zealand,66,61,66,64,2016
India,61,56,57,58,2016
Spain,81,85,83,84,2016
Germany,78,83,82,84,2016
Brazil,84,80,83,83,2016
Argentina,88,80,77,82,2016
France,82,82,80,82,2016
Portugal,85,80,79,81,2016
Belgium,80,82,77,81,2016
Italy,79,79,84,81,2016
England,81,79,80,80,2016
Netherlands,81,78,77,79,2016
Uruguay,84,75,77,78,2016
Switzerland,76,77,78,78,2016
Chile,80,77,75,77,2016
Russia,78,76,77,77,2016
Turkey,77,78,76,77,2016
Mexico,76,79,76,77,2016
Poland,82,75,74,76,2016
Côte d'Ivoire,78,77,71,76,2016
Colombia,75,77,75,76,2016
Denmark,74,77,75,76,2016
Sweden,80,73,73,75,2016
Greece,76,72,76,75,2016
Ireland,75,74,75,75,2016
United States,74,75,73,75,2016
Austria,73,77,76,75,2016
Czech Republic,73,74,73,75,2016
Scotland,76,74,72,74,2016
Wales,74,74,73,74,2016
Ecuador,74,72,69,73,2016
Paraguay,73,71,71,73,2016
Romania,71,72,73,73,2016
Slovenia,70,73,72,73,2016
Norway,70,72,71,73,2016
Cameroon,69,69,77,73,2016
Australia,71,72,69,72,2016
Hungary,73,70,68,71,2016
Venezuela,72,72,70,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,68,70,69,70,2016
Finland,66,71,67,70,2016
China PR,70,67,66,69,2016
Bulgaria,69,70,68,69,2016
Egypt,69,69,67,69,2016
Peru,69,66,67,68,2016
Canada,68,69,65,67,2016
Bolivia,61,65,65,65,2016
New Zealand,66,61,66,64,2016
India,61,56,57,58,2016
Spain,81,85,83,84,2016
Germany,78,83,82,84,2016
Brazil,84,80,83,83,2016
Argentina,88,80,77,82,2016
France,82,82,80,82,2016
Portugal,85,80,79,81,2016
Belgium,80,82,77,81,2016
Italy,79,79,84,81,2016
England,81,79,80,80,2016
Netherlands,81,78,77,79,2016
Uruguay,84,75,77,78,2016
Switzerland,76,77,78,78,2016
Chile,80,77,75,77,2016
Russia,78,76,77,77,2016
Turkey,77,78,76,77,2016
Mexico,76,79,76,77,2016
Poland,82,75,74,76,2016
Côte d'Ivoire,78,77,71,76,2016
Colombia,75,77,75,76,2016
Denmark,74,77,75,76,2016
Greece,76,72,76,75,2016
Ireland,75,74,75,75,2016
United States,74,75,73,75,2016
Austria,73,77,76,75,2016
Czech Republic,73,74,73,75,2016
Scotland,76,74,72,74,2016
Sweden,76,73,74,74,2016
Wales,74,74,73,74,2016
Ecuador,74,72,69,73,2016
Paraguay,73,71,71,73,2016
Romania,71,72,73,73,2016
Slovenia,70,73,72,73,2016
Norway,70,72,71,73,2016
Cameroon,69,69,77,73,2016
Australia,71,72,69,72,2016
Hungary,73,70,68,71,2016
Venezuela,72,72,70,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,68,69,69,70,2016
Finland,66,71,67,70,2016
China PR,70,67,66,69,2016
Bulgaria,69,70,68,69,2016
Egypt,69,69,67,69,2016
Peru,69,66,67,68,2016
Canada,68,69,65,67,2016
Bolivia,61,65,65,65,2016
New Zealand,66,61,66,64,2016
India,61,56,57,58,2016
Spain,81,85,83,84,2016
Germany,78,83,82,84,2016
Brazil,84,80,83,83,2016
Argentina,88,80,77,82,2016
France,82,82,80,82,2016
Portugal,85,80,79,81,2016
Belgium,80,82,77,81,2016
Italy,79,79,84,81,2016
England,81,79,80,80,2016
Netherlands,81,78,77,79,2016
Uruguay,84,75,77,78,2016
Switzerland,76,77,78,78,2016
Chile,80,77,75,77,2016
Russia,78,76,77,77,2016
Turkey,77,78,76,77,2016
Mexico,76,79,76,77,2016
Poland,82,75,74,76,2016
Côte d'Ivoire,78,77,71,76,2016
Colombia,75,77,75,76,2016
Denmark,74,77,75,76,2016
Greece,76,72,76,75,2016
Ireland,75,74,75,75,2016
United States,74,75,73,75,2016
Austria,73,77,76,75,2016
Czech Republic,73,74,73,75,2016
Scotland,76,74,72,74,2016
Sweden,76,73,74,74,2016
Wales,74,74,73,74,2016
Ecuador,74,72,69,73,2016
Paraguay,73,71,71,73,2016
Romania,71,72,73,73,2016
Slovenia,70,73,72,73,2016
Norway,70,72,71,73,2016
Cameroon,69,69,77,73,2016
Australia,71,72,69,72,2016
Hungary,73,70,68,71,2016
Venezuela,72,72,70,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,68,69,69,70,2016
Finland,66,71,67,70,2016
China PR,70,67,66,69,2016
Bulgaria,69,70,68,69,2016
Egypt,69,69,67,69,2016
Peru,69,66,67,68,2016
Canada,68,69,65,67,2016
Bolivia,61,65,65,65,2016
New Zealand,66,61,66,64,2016
India,61,56,57,58,2016
Spain,81,85,83,84,2016
Germany,78,83,82,84,2016
Brazil,84,80,83,83,2016
Argentina,88,80,77,82,2016
France,82,82,80,82,2016
Portugal,85,80,79,81,2016
Belgium,80,82,77,81,2016
Italy,79,79,84,81,2016
England,81,79,80,80,2016
Netherlands,81,78,77,79,2016
Uruguay,84,75,77,78,2016
Switzerland,76,77,78,78,2016
Chile,80,77,75,77,2016
Russia,78,76,77,77,2016
Turkey,77,78,76,77,2016
Mexico,76,79,76,77,2016
Poland,82,75,74,76,2016
Côte d'Ivoire,78,77,71,76,2016
Colombia,75,77,75,76,2016
Denmark,74,77,75,76,2016
Greece,76,72,76,75,2016
Ireland,75,74,75,75,2016
Austria,73,77,76,75,2016
Czech Republic,73,75,73,75,2016
Scotland,76,74,72,74,2016
Sweden,76,73,74,74,2016
United States,74,74,73,74,2016
Wales,74,74,73,74,2016
Ecuador,74,72,69,73,2016
Paraguay,73,71,71,73,2016
Romania,71,72,73,73,2016
Slovenia,70,73,72,73,2016
Norway,70,72,71,73,2016
Cameroon,69,69,77,73,2016
Australia,71,72,69,72,2016
Hungary,73,70,68,71,2016
Venezuela,72,72,70,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,68,69,69,70,2016
Finland,66,71,67,70,2016
China PR,70,67,66,69,2016
Bulgaria,69,70,68,69,2016
Egypt,69,69,67,69,2016
Peru,69,66,67,68,2016
Canada,68,69,65,67,2016
Bolivia,61,65,65,65,2016
New Zealand,66,61,66,64,2016
India,61,56,57,58,2016
Spain,81,85,83,84,2016
Germany,78,83,82,84,2016
Brazil,84,80,83,83,2016
Argentina,88,80,77,82,2016
France,82,82,80,82,2016
Portugal,85,80,79,81,2016
Belgium,80,82,77,81,2016
Italy,79,79,84,81,2016
England,81,79,80,80,2016
Netherlands,81,78,77,79,2016
Uruguay,84,75,77,78,2016
Switzerland,76,77,78,78,2016
Chile,80,77,75,77,2016
Russia,78,76,77,77,2016
Turkey,77,78,76,77,2016
Mexico,76,79,76,77,2016
Poland,82,75,74,76,2016
Côte d'Ivoire,78,77,71,76,2016
Colombia,75,77,75,76,2016
Denmark,74,77,75,76,2016
Greece,76,72,76,75,2016
Ireland,75,74,75,75,2016
Austria,73,77,76,75,2016
Czech Republic,73,75,73,75,2016
Scotland,76,74,72,74,2016
Sweden,76,73,74,74,2016
United States,74,75,73,74,2016
Wales,74,74,73,74,2016
Ecuador,74,72,69,73,2016
Paraguay,73,71,71,73,2016
Romania,71,72,73,73,2016
Slovenia,70,73,72,73,2016
Norway,70,72,71,73,2016
Cameroon,69,69,77,73,2016
Australia,71,72,69,72,2016
Hungary,73,70,68,71,2016
Venezuela,72,72,70,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,68,69,69,70,2016
Finland,66,71,67,70,2016
China PR,70,67,66,69,2016
Bulgaria,69,70,68,69,2016
Egypt,69,69,67,69,2016
Peru,69,66,67,68,2016
Canada,68,69,65,67,2016
Bolivia,61,65,65,65,2016
New Zealand,66,61,66,64,2016
India,61,56,57,58,2016
Spain,81,85,83,84,2016
Germany,78,83,82,84,2016
Brazil,85,80,84,83,2016
Argentina,88,80,77,82,2016
France,82,82,80,82,2016
Portugal,85,80,79,81,2016
Belgium,80,82,77,81,2016
Italy,79,79,84,81,2016
England,81,79,80,80,2016
Netherlands,81,78,77,79,2016
Uruguay,84,75,77,78,2016
Switzerland,76,77,78,78,2016
Chile,80,77,75,77,2016
Russia,78,76,77,77,2016
Turkey,77,78,76,77,2016
Mexico,76,79,76,77,2016
Poland,82,75,74,76,2016
Côte d'Ivoire,78,77,71,76,2016
Colombia,75,77,75,76,2016
Denmark,74,77,75,76,2016
Greece,76,72,76,75,2016
Ireland,75,74,75,75,2016
Austria,73,77,76,75,2016
Czech Republic,73,75,73,75,2016
Scotland,76,74,72,74,2016
Sweden,76,73,74,74,2016
United States,74,74,73,74,2016
Wales,74,74,73,74,2016
Ecuador,74,72,69,73,2016
Paraguay,73,71,71,73,2016
Romania,71,72,73,73,2016
Slovenia,70,73,72,73,2016
Norway,70,72,71,73,2016
Cameroon,69,69,77,73,2016
Australia,71,72,69,72,2016
Hungary,73,70,68,71,2016
Venezuela,72,72,70,71,2016
South Africa,67,71,72,71,2016
Northern Ireland,68,69,69,70,2016
Finland,66,71,67,70,2016
China PR,70,67,66,69,2016
Bulgaria,69,70,68,69,2016
Egypt,69,69,67,69,2016
Peru,69,66,67,68,2016
Canada,68,69,65,67,2016
Bolivia,61,65,65,65,2016
New Zealand,66,61,66,64,2016
India,61,56,57,58,2016
Spain,84,85,85,85,2016
Germany,82,86,83,85,2016
Argentina,88,84,79,84,2016
Brazil,87,83,83,84,2016
France,82,84,82,84,2016
Portugal,88,82,81,83,2016
Belgium,82,84,82,83,2016
England,83,81,81,82,2016
Italy,81,81,85,82,2016
Uruguay,82,76,81,80,2016
Netherlands,81,81,80,80,2016
Chile,79,81,77,79,2016
Turkey,78,79,78,79,2016
Poland,84,76,77,78,2016
Colombia,79,79,77,78,2016
Russia,78,78,78,78,2016
Mexico,78,77,77,78,2016
Switzerland,75,78,79,78,2016
Greece,81,75,78,77,2016
Denmark,75,79,75,77,2016
Côte d'Ivoire,78,78,72,76,2016
Ireland,77,75,76,76,2016
Austria,76,78,75,76,2016
Wales,76,76,76,76,2016
Sweden,76,75,76,75,2016
Czech Republic,75,76,74,75,2016
United States,75,74,76,75,2016
Scotland,75,75,73,74,2016
Ecuador,75,75,71,74,2016
Paraguay,75,74,74,74,2016
Romania,74,74,74,74,2016
Cameroon,73,73,75,74,2016
Norway,72,75,74,74,2016
Venezuela,75,71,72,73,2016
Hungary,73,73,71,73,2016
Slovenia,73,72,70,73,2016
Finland,73,71,71,72,2016
Australia,72,72,70,72,2016
South Africa,65,72,71,72,2016
Northern Ireland,70,71,73,71,2016
Peru,76,68,68,70,2016
Egypt,70,71,68,70,2016
China PR,70,70,69,70,2016
Bulgaria,70,70,69,70,2016
Canada,69,72,66,68,2016
Bolivia,62,68,66,66,2016
India,64,57,58,60,2016
Spain,84,85,85,85,2016
Germany,82,85,83,85,2016
Argentina,87,84,80,84,2016
Brazil,87,83,85,84,2016
Portugal,88,82,81,83,2016
Belgium,85,80,83,83,2016
France,84,85,82,83,2016
England,82,81,81,82,2016
Italy,80,81,84,82,2016
Netherlands,78,82,79,80,2016
Uruguay,82,76,79,79,2016
Chile,79,81,77,79,2016
Turkey,78,79,78,79,2016
Poland,84,76,77,78,2016
Mexico,78,77,77,78,2016
Switzerland,75,78,79,78,2016
Colombia,80,78,74,77,2016
Russia,79,78,75,77,2016
Greece,77,75,79,77,2016
Denmark,75,78,75,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,75,76,76,2016
Ireland,77,75,76,76,2016
Austria,76,78,75,76,2016
Sweden,76,75,76,75,2016
Czech Republic,75,76,74,75,2016
United States,74,74,76,75,2016
Scotland,75,75,73,74,2016
Ecuador,75,74,73,74,2016
Paraguay,73,75,73,74,2016
Cameroon,73,73,75,74,2016
Norway,72,76,73,74,2016
Romania,76,74,70,73,2016
Venezuela,75,73,72,73,2016
Hungary,73,73,70,73,2016
Slovenia,73,72,70,73,2016
Finland,74,71,71,72,2016
Australia,72,73,70,72,2016
South Africa,65,72,71,72,2016
Northern Ireland,71,71,73,71,2016
Egypt,70,71,68,70,2016
China PR,70,70,69,70,2016
Bulgaria,70,70,69,70,2016
Canada,69,72,66,68,2016
Bolivia,69,67,67,67,2016
Peru,69,66,66,67,2016
India,64,57,58,60,2016
Spain,84,85,85,85,2016
Germany,82,85,83,85,2016
Argentina,87,84,80,84,2016
Brazil,87,83,85,84,2016
Portugal,88,82,81,83,2016
Belgium,85,80,83,83,2016
France,84,85,82,83,2016
England,82,81,81,82,2016
Italy,80,81,84,82,2016
Netherlands,78,82,79,80,2016
Uruguay,82,76,79,79,2016
Chile,79,81,77,79,2016
Turkey,78,79,78,79,2016
Poland,84,76,77,78,2016
Mexico,78,77,77,78,2016
Switzerland,75,78,79,78,2016
Colombia,80,78,74,77,2016
Russia,79,78,75,77,2016
Greece,77,75,79,77,2016
Denmark,76,78,75,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,75,76,76,2016
Ireland,77,75,76,76,2016
Austria,76,78,75,76,2016
Sweden,76,75,76,75,2016
Czech Republic,75,76,74,75,2016
United States,74,74,76,75,2016
Scotland,75,75,73,74,2016
Ecuador,75,74,73,74,2016
Paraguay,73,75,73,74,2016
Cameroon,73,73,75,74,2016
Norway,72,75,74,74,2016
Romania,76,74,70,73,2016
Venezuela,75,73,72,73,2016
Slovenia,74,72,70,73,2016
Hungary,73,73,70,73,2016
Finland,74,71,71,72,2016
Australia,71,73,71,72,2016
South Africa,65,72,71,72,2016
Northern Ireland,71,71,73,71,2016
Egypt,70,72,68,71,2016
Bulgaria,70,70,69,71,2016
China PR,70,70,69,70,2016
Canada,69,72,66,68,2016
Bolivia,69,67,67,67,2016
Peru,69,66,66,67,2016
India,62,57,58,60,2016
Spain,84,84,86,85,2016
Germany,82,85,83,85,2016
Brazil,85,82,85,84,2016
France,84,83,82,84,2016
Argentina,88,82,81,83,2016
Portugal,88,82,81,83,2016
Belgium,85,80,83,83,2016
England,82,81,81,82,2016
Italy,80,81,84,82,2016
Netherlands,78,82,79,80,2016
Uruguay,85,76,79,79,2016
Chile,79,80,77,79,2016
Mexico,79,78,77,79,2016
Poland,81,77,77,78,2016
Russia,79,77,77,78,2016
Switzerland,75,78,79,78,2016
Colombia,80,77,75,77,2016
Greece,77,75,78,77,2016
Denmark,76,78,75,77,2016
Turkey,73,77,77,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,76,76,76,2016
Ireland,77,75,76,76,2016
Austria,74,79,75,76,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Czech Republic,73,74,74,75,2016
Paraguay,75,75,73,74,2016
Scotland,75,75,73,74,2016
Slovenia,75,75,71,74,2016
Ecuador,75,74,73,74,2016
Norway,73,74,74,74,2016
Cameroon,73,73,75,74,2016
Romania,75,74,70,73,2016
Venezuela,76,72,72,72,2016
Hungary,75,73,70,72,2016
Finland,74,71,71,72,2016
Australia,71,73,70,72,2016
South Africa,66,72,71,72,2016
Northern Ireland,71,71,73,71,2016
Egypt,70,72,68,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Peru,71,67,67,68,2016
Canada,69,72,66,68,2016
Bolivia,69,67,66,67,2016
India,62,57,58,60,2016
Spain,83,85,86,85,2016
Germany,83,85,83,85,2016
Brazil,85,81,85,84,2016
France,84,83,82,84,2016
Argentina,88,85,80,83,2016
Belgium,85,80,83,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,82,81,81,82,2016
Netherlands,78,82,79,80,2016
Uruguay,85,76,79,79,2016
Mexico,79,78,77,79,2016
Switzerland,75,78,80,79,2016
Poland,81,77,77,78,2016
Chile,79,79,75,78,2016
Russia,79,77,77,78,2016
Greece,81,74,78,77,2016
Colombia,80,77,75,77,2016
Denmark,75,80,76,77,2016
Turkey,71,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,76,76,76,2016
Ireland,77,75,75,76,2016
Austria,74,78,76,76,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Slovenia,75,75,71,74,2016
Paraguay,74,74,72,74,2016
Scotland,73,75,73,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,75,74,2016
Venezuela,76,73,71,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,75,73,70,72,2016
Egypt,72,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,66,72,71,72,2016
Finland,70,72,68,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Spain,83,85,86,85,2016
Germany,83,85,83,85,2016
Brazil,85,82,85,84,2016
France,84,83,82,84,2016
Argentina,88,85,80,83,2016
Belgium,85,80,83,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,82,81,81,82,2016
Netherlands,78,82,79,80,2016
Uruguay,85,76,79,79,2016
Mexico,79,78,77,79,2016
Switzerland,75,78,80,79,2016
Poland,81,77,78,78,2016
Chile,79,79,75,78,2016
Russia,79,77,77,78,2016
Denmark,76,80,76,78,2016
Greece,81,74,78,77,2016
Colombia,80,77,75,77,2016
Turkey,71,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,76,76,76,2016
Austria,74,78,76,76,2016
Ireland,77,75,75,75,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Slovenia,75,75,71,74,2016
Paraguay,74,74,72,74,2016
Scotland,73,75,73,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,75,74,2016
Venezuela,76,73,72,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,75,73,70,72,2016
Egypt,72,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,66,72,71,72,2016
Finland,70,72,68,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Spain,84,85,86,85,2016
Germany,83,85,84,85,2016
Brazil,85,82,85,84,2016
France,84,83,82,84,2016
Argentina,88,85,80,83,2016
Belgium,85,80,83,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,82,81,81,82,2016
Netherlands,78,82,79,80,2016
Uruguay,85,76,79,79,2016
Mexico,79,78,77,79,2016
Poland,81,77,78,78,2016
Chile,79,79,75,78,2016
Russia,79,77,77,78,2016
Denmark,76,80,76,78,2016
Switzerland,75,78,79,78,2016
Greece,81,74,78,77,2016
Colombia,80,77,75,77,2016
Turkey,73,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,77,76,76,2016
Austria,74,78,76,76,2016
Ireland,77,75,75,75,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Slovenia,75,75,71,74,2016
Paraguay,74,74,72,74,2016
Scotland,73,75,73,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,75,74,2016
Venezuela,76,73,72,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,75,73,70,72,2016
Egypt,73,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,66,73,71,72,2016
Finland,70,72,68,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Spain,84,85,86,85,2016
Germany,83,85,84,85,2016
Brazil,85,82,85,84,2016
France,84,83,82,84,2016
Argentina,88,85,80,83,2016
Belgium,85,80,83,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,82,81,81,82,2016
Netherlands,78,82,79,80,2016
Uruguay,85,76,79,79,2016
Mexico,79,78,77,79,2016
Poland,81,77,78,78,2016
Chile,79,79,75,78,2016
Russia,79,77,77,78,2016
Denmark,76,80,76,78,2016
Switzerland,75,78,79,78,2016
Greece,81,74,78,77,2016
Colombia,80,77,75,77,2016
Turkey,73,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,77,76,76,2016
Austria,74,78,76,76,2016
Ireland,77,75,75,75,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Slovenia,75,75,71,74,2016
Paraguay,74,74,72,74,2016
Scotland,73,75,73,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,75,74,2016
Venezuela,76,73,72,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,75,73,70,72,2016
Egypt,73,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,66,73,71,72,2016
Finland,70,72,68,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Spain,84,85,86,85,2016
Germany,83,85,84,85,2016
Brazil,85,82,85,84,2016
France,84,83,82,84,2016
Argentina,88,85,80,83,2016
Belgium,85,80,83,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,82,80,81,82,2016
Netherlands,78,82,79,80,2016
Uruguay,85,76,79,79,2016
Mexico,79,78,77,79,2016
Switzerland,75,78,79,79,2016
Poland,82,77,78,78,2016
Chile,79,79,75,78,2016
Russia,79,77,77,78,2016
Denmark,76,80,76,78,2016
Greece,81,74,78,77,2016
Colombia,80,78,75,77,2016
Turkey,73,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,77,76,76,2016
Ireland,77,76,75,76,2016
Austria,74,78,76,76,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Slovenia,75,74,71,74,2016
Paraguay,74,75,72,74,2016
Scotland,74,75,72,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,75,74,2016
Venezuela,76,73,72,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,75,73,70,72,2016
Egypt,73,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,69,73,71,72,2016
Finland,70,72,68,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Spain,84,85,86,85,2016
Germany,83,85,84,85,2016
Brazil,85,82,85,84,2016
France,84,83,82,84,2016
Argentina,88,85,80,83,2016
Belgium,85,80,83,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,82,80,81,82,2016
Netherlands,78,82,79,80,2016
Uruguay,85,76,79,79,2016
Switzerland,75,78,79,79,2016
Poland,82,77,78,78,2016
Chile,79,79,75,78,2016
Mexico,79,78,77,78,2016
Russia,79,77,77,78,2016
Denmark,76,80,76,78,2016
Greece,81,74,78,77,2016
Colombia,80,78,75,77,2016
Turkey,73,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,77,76,76,2016
Ireland,77,76,75,76,2016
Austria,74,78,76,76,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Slovenia,75,74,71,74,2016
Paraguay,74,75,72,74,2016
Scotland,74,75,72,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,75,74,2016
Venezuela,76,73,72,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,75,73,70,72,2016
Egypt,73,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,69,73,71,72,2016
Finland,70,72,68,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Spain,84,85,86,85,2016
Germany,83,85,84,85,2016
Brazil,85,81,85,84,2016
Argentina,89,85,79,83,2016
Belgium,85,80,83,83,2016
France,84,84,81,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,82,80,81,82,2016
Uruguay,85,76,80,80,2016
Netherlands,78,82,79,80,2016
Chile,80,80,77,79,2016
Mexico,80,78,77,79,2016
Switzerland,75,78,79,79,2016
Poland,82,77,78,78,2016
Colombia,81,78,75,78,2016
Russia,79,77,77,78,2016
Greece,81,74,78,77,2016
Denmark,76,79,76,77,2016
Turkey,73,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,77,76,76,2016
Ireland,77,76,75,76,2016
Austria,74,78,76,76,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Paraguay,75,75,72,74,2016
Slovenia,75,74,71,74,2016
Scotland,74,75,72,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,74,74,2016
Venezuela,76,73,72,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,73,73,70,72,2016
Egypt,73,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,69,73,71,72,2016
Finland,70,72,69,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Germany,83,85,84,85,2016
Spain,83,84,86,85,2016
Brazil,85,81,85,84,2016
Argentina,89,85,79,83,2016
Belgium,85,80,83,83,2016
France,84,84,81,83,2016
Portugal,84,82,81,83,2016
Italy,79,81,84,83,2016
England,83,81,80,81,2016
Uruguay,85,76,80,80,2016
Netherlands,78,82,79,80,2016
Chile,80,80,77,79,2016
Mexico,80,78,77,79,2016
Switzerland,75,78,79,79,2016
Poland,82,77,78,78,2016
Colombia,81,78,75,78,2016
Russia,79,77,77,78,2016
Greece,81,74,78,77,2016
Denmark,76,79,76,77,2016
Turkey,73,76,78,77,2016
Wales,81,75,76,76,2016
Côte d'Ivoire,78,77,76,76,2016
Ireland,77,76,75,76,2016
Austria,74,78,76,76,2016
Sweden,76,75,76,75,2016
United States,74,74,76,75,2016
Paraguay,75,75,72,74,2016
Slovenia,75,74,71,74,2016
Scotland,74,75,72,74,2016
Norway,73,74,74,74,2016
Czech Republic,73,74,74,74,2016
Cameroon,73,73,74,74,2016
Venezuela,76,73,72,73,2016
Ecuador,75,74,71,73,2016
Romania,75,74,70,73,2016
Hungary,73,73,70,72,2016
Egypt,73,72,69,72,2016
Australia,71,73,70,72,2016
South Africa,69,73,71,72,2016
Finland,70,72,69,71,2016
Northern Ireland,69,72,73,71,2016
China PR,70,70,69,70,2016
Bulgaria,69,70,69,70,2016
Canada,69,72,66,68,2016
Peru,69,66,68,68,2016
Bolivia,69,66,65,67,2016
India,62,57,58,60,2016
Spain,83,84,86,85,2016
Germany,82,85,84,85,2016
Brazil,85,81,85,84,2016
France,84,84,82,84,2016
Argentina,89,82,79,83,2016
Belgium,84,82,83,83,2016
Portugal,84,82,81,83,2016
